step_index,run,loss,grad_norm,learning_rate,completions/mean_length,completions/clipped_ratio,rewards/reward_milestone/mean,rewards/reward_milestone/std,rewards/reward_format_lenient/mean,rewards/reward_communication/mean,rewards/reward_anti_hack/mean,reward,reward_std,kl,epoch
10,v6,0.0378,0.8162392973899841,2.9111111111111114e-06,115.75,0.0,0.26500001549720764,0.1748332530260086,1.0,0.8999999761581421,1.0,0.5440000295639038,0.11808472871780396,0.9441616982221603,0.71
11,v6,0.0202,0.025381281971931458,2.9055555555555558e-06,117.0,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5040899589657784,0.71
12,v6,0.0283,0.7305206060409546,2.9e-06,116.5,0.0,0.07750000059604645,0.04500000178813934,1.0,1.0,1.0,0.4465000033378601,0.02699998952448368,0.706894263625145,0.71
13,v6,0.0224,0.09645674377679825,2.8944444444444446e-06,117.75,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5591670423746109,0.71
14,v6,0.034,1.0187104940414429,2.888888888888889e-06,103.25,0.0,0.25,0.1414213478565216,1.0,0.949999988079071,1.0,0.5425000190734863,0.08616845309734344,0.8509765267372131,0.71
15,v6,0.0211,0.046224962919950485,2.8833333333333334e-06,112.5,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5273964256048203,0.71
16,v6,0.0374,0.19304411113262177,2.8777777777777782e-06,115.25,0.0,0.4000000059604645,0.0,1.0,1.0,1.0,0.6399999856948853,0.0,0.9360224455595016,0.71
17,v6,0.0375,0.9412736892700195,2.872222222222222e-06,99.5,0.0,0.029999999329447746,0.0,1.0,1.0,1.0,0.4180000126361847,0.0,0.9376349449157715,0.71
18,v6,0.0323,0.08999832719564438,2.866666666666667e-06,123.75,0.0,0.6800000071525574,0.0,1.0,1.0,1.0,0.8080000281333923,0.0,0.8063573688268661,0.71
19,v6,0.033,1.149659514427185,2.861111111111111e-06,104.25,0.0,0.1275000125169754,0.0818026140332222,1.0,1.0,1.0,0.476500004529953,0.049081552773714066,0.8251340389251709,0.71
20,v6,0.0201,0.9129452109336853,2.855555555555556e-06,123.5,0.0,0.009999999776482582,0.0,1.0,0.949999988079071,1.0,0.3985000252723694,0.015000015497207642,0.5013932809233665,0.71
21,v6,0.0347,0.9644262790679932,2.85e-06,95.0,0.0,0.16250000894069672,0.02500000037252903,1.0,1.0,1.0,0.4975000023841858,0.014999985694885254,0.868345633149147,0.71
22,v6,0.0316,0.03983175382018089,2.8444444444444446e-06,116.25,0.0,0.6800000071525574,0.0,1.0,1.0,1.0,0.8080000281333923,0.0,0.7905606776475906,0.72
23,v6,0.0238,0.10928001999855042,2.8388888888888895e-06,116.75,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5961340963840485,0.72
24,v6,0.0304,1.1081982851028442,2.8333333333333335e-06,116.5,0.0,0.054999999701976776,0.05196152627468109,1.0,1.0,1.0,0.43300002813339233,0.031176909804344177,0.7608190029859543,0.72
25,v6,0.0295,0.9781929850578308,2.8277777777777783e-06,112.0,0.0,0.4325000047683716,0.2692427635192871,1.0,0.949999988079071,1.0,0.6520000100135803,0.15437619388103485,0.7383306622505188,0.72
26,v6,0.0259,0.058427318930625916,2.8222222222222223e-06,119.0,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.6472900062799454,0.72
27,v6,0.0306,0.914752185344696,2.816666666666667e-06,102.5,0.0,0.14000000059604645,0.09865766018629074,1.0,0.949999988079071,1.0,0.476500004529953,0.049081552773714066,0.7652412503957748,0.72
28,v6,0.0276,0.8837460279464722,2.811111111111111e-06,117.75,0.0,0.5299999713897705,0.2199999988079071,1.0,0.8999999761581421,1.0,0.7030000686645508,0.14270250499248505,0.6888717412948608,0.72
29,v6,0.0362,1.1782379150390625,2.805555555555556e-06,109.0,0.0,0.13750000298023224,0.02500000223517418,1.0,0.949999988079071,1.0,0.4750000238418579,0.017320508137345314,0.9061838537454605,0.72
30,v6,0.0344,0.7580860257148743,2.8000000000000003e-06,103.5,0.0,0.20000000298023224,0.09128709882497787,1.0,0.8999999761581421,1.0,0.5049999952316284,0.05196153372526169,0.8591960519552231,0.72
31,v6,0.0301,0.9556461572647095,2.7944444444444447e-06,124.25,0.0,0.9900000095367432,0.0,1.0,0.949999988079071,1.0,0.986500084400177,0.014999985694885254,0.7521292567253113,0.72
32,v6,0.0247,0.7664464116096497,2.788888888888889e-06,111.5,0.0,0.16999998688697815,0.2800000011920929,1.0,1.0,1.0,0.5020000338554382,0.1679999977350235,0.6164661645889282,0.72
33,v6,0.0276,1.0443651676177979,2.7833333333333335e-06,121.75,0.0,0.07750000059604645,0.04500000178813934,1.0,1.0,1.0,0.4465000033378601,0.02699998952448368,0.6889418065547943,0.72
34,v6,0.0323,0.8438732624053955,2.7777777777777783e-06,112.25,0.0,0.054999999701976776,0.05196152627468109,1.0,1.0,1.0,0.43300002813339233,0.031176909804344177,0.806421235203743,0.72
0,v7,0.018,0.9340885877609253,4.611111111111111e-07,130.0,0.0,0.9900000095367432,0.0,1.0,0.75,1.0,0.9565001130104065,0.01500000525265932,0.4505142867565155,0.95
1,v7,0.0214,0.8929256200790405,4.5555555555555563e-07,124.0,0.0,0.013249999843537807,0.024500001221895218,1.0,0.8999999761581421,1.0,0.39294999837875366,0.0375511609017849,0.5359430685639381,0.95
2,v7,0.0197,1.0141781568527222,4.5000000000000003e-07,90.5,0.0,0.19499999284744263,0.0,1.0,0.8500000238418579,1.0,0.4945000410079956,0.01500000525265932,0.4926116019487381,0.95
3,v7,0.0255,1.0644829273223877,4.444444444444445e-07,125.5,0.0,0.9900000095367432,0.0,1.0,0.8500000238418579,1.0,0.9715000987052917,0.028722796589136124,0.6374758780002594,0.96
4,v7,0.0217,0.07695256173610687,4.388888888888889e-07,128.5,0.0,0.0010000000474974513,0.0,1.0,1.0,1.0,0.40060001611709595,0.0,0.5422275140881538,0.96
5,v7,0.0208,0.956736147403717,4.333333333333334e-07,112.25,0.0,0.9900000095367432,0.0,1.0,0.75,1.0,0.9565001130104065,0.01500000525265932,0.519651360809803,0.96
6,v7,0.0525,3.9449234008789062,4.277777777777778e-07,115.75,0.0,0.9900000095367432,0.0,1.0,0.800000011920929,1.0,0.9640001058578491,0.024494897574186325,1.3117818236351013,0.96
7,v7,0.0235,1.0138353109359741,4.2222222222222226e-07,96.5,0.0,0.8125,0.07500001788139343,1.0,0.8500000238418579,1.0,0.8650001287460327,0.05196152999997139,0.5865336209535599,0.96
8,v7,0.0219,0.6717634797096252,4.1666666666666667e-07,131.0,0.0,0.013249999843537807,0.024500001221895218,1.0,1.0,1.0,0.4079500138759613,0.014699995517730713,0.5477084517478943,0.96
